x,temperature,pressure,something Else
0.78,0.710913538012277,0.70327941920041,0.00763411881186715
0.79,0.703845315652236,0.710353272417608,-0.00650795676537164
0.8,0.696706709347165,0.717356090899523,-0.0206493815523573
0.81,0.689498432951747,0.724287174370142,-0.0347887414183954
0.82,0.682221207287614,0.731145829726896,-0.0489246224392822
0.83,0.674875760071267,0.737931371109963,-0.0630556110386955
0.84,0.667462825841308,0.744643119970859,-0.0771802941295511
0.85,0.659983145884982,0.751280405140293,-0.0912972592553104
0.86,0.652437468164052,0.757842562895277,-0.105405094731225
0.87,0.644826547240001,0.764328937025505,-0.119502389785504
0.88,0.63715114419858,0.770738878898969,-0.133587734700389
0.89,0.629412026573697,0.777071747526824,-0.147659720953127
0.9,0.621609968270665,0.783326909627483,-0.161716941356819
0.91,0.613745749488812,0.78950373968995,-0.175757990201139
0.92,0.605820156643463,0.795601620036366,-0.189781463392903
0.93,0.597833982287298,0.801619940883777,-0.203785958596479
0.94,0.589788025031098,0.807558100405114,-0.217770075374016
0.95,0.581683089463884,0.813415504789374,-0.23173241532549
0.96,0.573519986072457,0.819191568300998,-0.245671582228542
0.97,0.565299531160354,0.82488571333845,-0.259586182178096
0.98,0.557022546766217,0.83049737049197,-0.273474823725753
0.99,0.548689860581588,0.83602597860052,-0.287336118018933
1,0.54030230586814,0.841470984807897,-0.301168678939757
1.01,0.531860721374355,0.846831844618015,-0.31497112324366
1.02,0.52336595125165,0.852108021949363,-0.328742070697713
1.03,0.514818844969955,0.857298989188603,-0.342480144218648
1.04,0.506220257232778,0.862404227243338,-0.35618397001056
1.05,0.497571047891727,0.867423225594017,-0.36985217770229
1.06,0.488872081860528,0.872355482344986,-0.383483400484459
1.07,0.480124229028534,0.877200504274682,-0.397076275246148
1.08,0.47132836417374,0.881957806884948,-0.410629442711208
1.09,0.462485366875301,0.886626914449487,-0.424141547574186
1.1,0.453596121425577,0.891207360061435,-0.437611238635858
1.11,0.444661516741707,0.895698685680048,-0.451037168938341
1.12,0.435682446276712,0.900100442176505,-0.464417995899793
1.13,0.426659807930157,0.904412189378826,-0.477752381448668
1.14,0.417594503958358,0.908633496115883,-0.491038992157525
1.15,0.408487440884157,0.912763940260521,-0.504276499376364
1.16,0.399339529406273,0.916803108771767,-0.517463579365494
1.17,0.39015168430823,0.920750597736136,-0.530598913427905
1.18,0.380924824366882,0.92460601240802,-0.543681188041139
1.19,0.371659872260533,0.928368967249167,-0.556709094988634
1.2,0.362357754476674,0.932039085967226,-0.569681331490553
1.21,0.35301940121933,0.935616001553386,-0.582596600334055
1.22,0.343645746316047,0.939099356319068,-0.595453610003021
1.23,0.334237727124503,0.942488801931697,-0.608251074807195
1.24,0.324796284438776,0.945783999449539,-0.620987715010763
1.25,0.315322362395269,0.948984619355586,-0.633662256960318
1.26,0.305816908378289,0.952090341590516,-0.646273433212226
1.27,0.296280872925319,0.955100855584692,-0.658819982659374
1.28,0.286715209631955,0.958015860289225,-0.671300650657269
1.29,0.277120875056558,0.960835064206073,-0.683714189149515
1.3,0.267498828624587,0.963558185417193,-0.696059356792606
1.31,0.25785003253267,0.966184951612734,-0.708334919080065
1.32,0.248175451652373,0.968715100118265,-0.720539648465892
1.33,0.238476053433723,0.971148377921045,-0.732672324487321
1.34,0.228752807808459,0.973484541695319,-0.74473173388686
1.35,0.219006687093041,0.975723357826659,-0.756716670733618
1.36,0.209238665891419,0.977864602435316,-0.768625936543897
1.37,0.199449720997573,0.979908061398614,-0.780458340401041
1.38,0.189640831297834,0.98185353037236,-0.792212699074525
1.39,0.179812977673,0.983700814811277,-0.803887837138277
1.4,0.169967142900241,0.98544972998846,-0.815482587088219
1.41,0.160104311554831,0.98710010101385,-0.826995789459019
1.42,0.150225469911686,0.98865176285172,-0.838426292940034
1.43,0.140331605846737,0.990104560337178,-0.849772954490441
1.44,0.130423708738146,0.991458348191686,-0.861034639453541
1.45,0.120502769367367,0.992712991037588,-0.872210221670222
1.46,0.11056977982007,0.993868363411645,-0.883298583591575
1.47,0.100625733386932,0.994924349777581,-0.894298616390649
1.48,0.0906716244643097,0.99588084453764,-0.90520922007333
1.49,0.0807084484548006,0.996737752043143,-0.916029303588343
1.5,0.0707372016677029,0.997494986604054,-0.926757784936352
1.51,0.0607588812193859,0.998152472497548,-0.937393591278162
1.52,0.0507744849335792,0.998710143975583,-0.947935659042004
1.53,0.040785011241591,0.999167945271476,-0.958382934029885
1.54,0.0307914590824661,0.999525830605479,-0.968734371523013
1.55,0.0207948278030924,0.999783764189357,-0.978988936386265
1.56,0.0107961170582674,0.999941720229966,-0.989145603171699
1.57,0.000796326710733263,0.999999682931835,-0.999203356221101
1.58,-0.00920354326880834,0.99995764649874,-1.00916118976755
1.59,-0.0192024929016926,0.999815615134291,-1.01901810803598
1.6,-0.0291995223012888,0.999573603041505,-1.02877312534279
1.61,-0.0391936317729877,0.999231634421391,-1.03842526619438
1.62,-0.0491838219141705,0.998789743470524,-1.04797356538469
1.63,-0.0591690937141481,0.998247974377632,-1.05741706809178
1.64,-0.069148448654062,0.997606381319174,-1.06675482997324
1.65,-0.0791208888067339,0.996865028453919,-1.07598591726065
1.66,-0.089085416936459,0.996023989916537,-1.085109406853
1.67,-0.099041036598728,0.99508334981018,-1.09412438640891
1.68,-0.108986752239871,0.994043202198076,-1.10302995443795
1.69,-0.118921569296612,0.992903651094118,-1.11182522039073
1.7,-0.128844494295525,0.991664810452469,-1.12050930474799
1.71,-0.138754534952378,0.990326804156158,-1.12908133910854
1.72,-0.148650700271364,0.988889766004701,-1.13754046627607
1.73,-0.158532000644198,0.987353839700716,-1.14588584034491
1.74,-0.168397447949077,0.985719178835553,-1.15411662678463
1.75,-0.178246055649492,0.983985946873937,-1.16223200252343
1.76,-0.18807683889288,0.982154317137618,-1.1702311560305
1.77,-0.197888814609109,0.980224472788045,-1.17811328739715
1.78,-0.207681001608784,0.978196606808045,-1.18587760841683
1.79,-0.217452420681365,0.976070921982524,-1.19352334266389
1.8,-0.227202094693087,0.973847630878195,-1.20104972557128
1.81,-0.236929048684675,0.971526955822315,-1.20845600450699
1.82,-0.246632309968834,0.969109128880456,-1.21574143884929
1.83,-0.256310908227523,0.966594391833298,-1.22290530006082
1.84,-0.26596387560898,0.963982996152448,-1.22994687176143
1.85,-0.275590246824513,0.9612752029753,-1.23686544979981
1.86,-0.285189059245021,0.958471283078914,-1.24366034232393
1.87,-0.294759352997261,0.955571516852944,-1.2503308698502
1.88,-0.304300171059833,0.952576194271595,-1.25687636533143
1.89,-0.313810559358882,0.94948561486463,-1.26329617422351
1.9,-0.323289566863503,0.946300087687414,-1.26958965455092
1.91,-0.332736245680845,0.943019931290011,-1.27575617697086
1.92,-0.342149651150898,0.939645473685325,-1.28179512483622
1.93,-0.35152884194096,0.936177052316306,-1.28770589425727
1.94,-0.360872880139767,0.9326150140222,-1.29348789416197
1.95,-0.370180831351287,0.928959715003869,-1.29914054635516
1.96,-0.379451764788155,0.925211520788168,-1.30466328557632
1.97,-0.388684753364752,0.921370806191395,-1.31005555955615
1.98,-0.397878873789916,0.91743795528181,-1.31531682907173
1.99,-0.407033206659266,0.913413361341225,-1.32044656800049
2,-0.416146836547142,0.909297426825682,-1.32544426337282
2.01,-0.425218852098152,0.905090563325201,-1.33030941542335
2.02,-0.4342483461183,0.900793191522627,-1.33504153764093
2.03,-0.443234415665709,0.89640574115156,-1.33964015681727
2.04,-0.452176162140912,0.89192865095338,-1.34410481309429
2.05,-0.461072691376713,0.887362368633375,-1.34843506001009
2.06,-0.469923113727602,0.882707350815974,-1.35263046454358
2.07,-0.47872654415872,0.877964062999078,-1.3566906071578
2.08,-0.487482102334359,0.873132979507516,-1.36061508184188
2.09,-0.496188912705999,0.868214583445613,-1.36440349615161
2.1,-0.504846104599857,0.863209366648874,-1.36805547124873
2.11,-0.513452812303959,0.858117829634809,-1.37157064193877
2.12,-0.522008175154707,0.852940481552876,-1.37494865670758
2.13,-0.530511337622945,0.84767784013357,-1.37818917775651
2.14,-0.538961449399512,0.842330431636646,-1.38129188103616
2.15,-0.547357665480271,0.836898790798498,-1.38425645627877
2.16,-0.555699146250613,0.831383460778683,-1.3870826070293
2.17,-0.56398505756941,0.825784993105608,-1.38977005067502
2.18,-0.572214570852437,0.820103947621374,-1.39231851847381
2.19,-0.580386863155222,0.814340892425796,-1.39472775558102
2.2,-0.588501117255346,0.80849640381959,-1.39699752107494
2.21,-0.59655652173416,0.802571066246747,-1.39912758798091
2.22,-0.60455227105793,0.796565472236087,-1.40111774329402
2.23,-0.612487565658385,0.790480222342005,-1.40296778800039
2.24,-0.62036161201268,0.78431592508442,-1.4046775370971
2.25,-0.628173622722739,0.778073196887921,-1.40624681961066
2.26,-0.635922816594002,0.771752662020126,-1.40767547861413
2.27,-0.64360841871354,0.765354952529254,-1.40896337124279
2.28,-0.651229660527545,0.758880708180922,-1.41011036870847
2.29,-0.658785779918188,0.752330576394171,-1.41111635631236
2.3,-0.666276021279824,0.74570521217672,-1.41198123345654
2.31,-0.673699635594561,0.739005278059471,-1.41270491365403
2.32,-0.681055880507152,0.732231444030252,-1.4132873245374
2.33,-0.688344020399238,0.72538438746682,-1.41372840786606
2.34,-0.695563326462902,0.718464793069126,-1.41402811953203
2.35,-0.702713076773554,0.711473352790844,-1.4141864295644
2.36,-0.70979255636212,0.704410765770176,-1.4142033221323
2.37,-0.716801057286543,0.697277738259938,-1.41407879554648
2.38,-0.723737878702569,0.690074983556936,-1.4138128622595
2.39,-0.730602326933837,0.68280322193064,-1.41340554886448
2.4,-0.737393715541245,0.675463180551151,-1.4128568960924
2.41,-0.744111365391593,0.668055593416491,-1.41216695880808
2.42,-0.750754604725491,0.660581201279201,-1.41133580600469
2.43,-0.757322769224544,0.653040751572265,-1.41036352079681
2.44,-0.763815202077774,0.645434998334371,-1.40925020041214
2.45,-0.770231254047308,0.637764702134504,-1.40799595618181
2.46,-0.776570283533293,0.630030629995892,-1.40660091352919
2.47,-0.782831656638065,0.622233555319305,-1.40506521195737
2.48,-0.789014747229531,0.614374257805712,-1.40338900503524
2.49,-0.795118937003784,0.606453523378315,-1.4015724603821
2.5,-0.801143615546934,0.598472144103956,-1.39961575965089
2.51,-0.807088180396146,0.590430918113913,-1.39751909851006
2.52,-0.81295203709989,0.582330649524082,-1.39528268662397
2.53,-0.818734599277382,0.574172148354573,-1.39290674763195
2.54,-0.824435288677222,0.565956230448703,-1.39039151912593
2.55,-0.830053535235222,0.557683717391417,-1.38773725262664
2.56,-0.835588777131408,0.549355436427127,-1.38494421355853
2.57,-0.841040460846201,0.540972220376989,-1.38201268122319
2.58,-0.846408041215776,0.532534907555621,-1.3789429487714
2.59,-0.851690981486566,0.524044341687276,-1.37573532317384
2.6,-0.856888753368947,0.515501371821464,-1.37239012519041
2.61,-0.862000837090063,0.506906852248053,-1.36890768933812
2.62,-0.867026721445803,0.498261642411839,-1.36528836385764
2.63,-0.871965903851917,0.4895666068266,-1.36153251067852
2.64,-0.876817890394281,0.480822614988648,-1.35764050538293
2.65,-0.881582195878286,0.472030541289883,-1.35361273716817
2.66,-0.886258343877352,0.463191264930345,-1.3494496088077
2.67,-0.890845866780576,0.454305669830306,-1.34515153661088
2.68,-0.895344305839492,0.445374644541871,-1.34071895038136
2.69,-0.899753211213941,0.436399082160126,-1.33615229337407
2.7,-0.904072142017061,0.42737988023383,-1.33145202225089
2.71,-0.90830066635937,0.418317940675659,-1.32661860703503
2.72,-0.912438361391958,0.409214169672017,-1.32165253106398
2.73,-0.916484813348769,0.40006947759242,-1.31655429094119
2.74,-0.920439617587981,0.390884778898452,-1.31132439648643
2.75,-0.924302378632464,0.381660992052332,-1.3059633706848
2.76,-0.928072710209333,0.372399039425056,-1.30047174963439
2.77,-0.931750235288572,0.363099847204168,-1.29485008249274
2.78,-0.935334586120739,0.353764345301143,-1.28909893142188
2.79,-0.938825404273736,0.34439346725839,-1.28321887153213
2.8,-0.942222340668658,0.334988150155905,-1.27721049082456
2.81,-0.945525055614696,0.32554933451756,-1.27107439013226
2.82,-0.948733218843107,0.316077964217054,-1.26481118306016
2.83,-0.951846509540242,0.306574986383523,-1.25842149592377
2.84,-0.954864616379626,0.297041351306832,-1.25190596768646
2.85,-0.95778723755309,0.287478012342544,-1.24526524989563
2.86,-0.960614080800952,0.277885925816587,-1.23850000661754
2.87,-0.963344863441243,0.268266050929618,-1.23161091437086
2.88,-0.965979312397975,0.258619349661111,-1.22459866205909
2.89,-0.968517164228447,0.248946786673153,-1.2174639509016
2.9,-0.970958165149591,0.239249329213982,-1.21020749436357
2.91,-0.973302071063349,0.229527947021264,-1.20283001808461
2.92,-0.975548647581083,0.219783612225117,-1.1953322598062
2.93,-0.977697670047013,0.210017299250899,-1.18771496929791
2.94,-0.979748923560684,0.200229984721771,-1.17997890828245
2.95,-0.981702202998454,0.190422647361027,-1.17212485035948
2.96,-0.983557313034006,0.180596267894233,-1.16415358092824
2.97,-0.985314068157884,0.170751828951145,-1.15606589710903
2.98,-0.986972292696038,0.160890314967456,-1.14786260766349
2.99,-0.988531820827396,0.151012712086344,-1.13954453291374
3,-0.989992496600445,0.141120008059867,-1.13111250466031
3.01,-0.991354173948826,0.131213192150184,-1.12256736609901
3.02,-0.992616716705937,0.12129325503063,-1.11390997173657
3.03,-0.993779998618556,0.11136118868665,-1.10514118730521
3.04,-0.994843903359459,0.101417986316602,-1.09626188967606
3.05,-0.995808324539061,0.0914646422324372,-1.0872729667715
3.06,-0.996673165716047,0.0815021517602691,-1.07817531747632
3.07,-0.997438340407019,0.0715315111408437,-1.06896985154786
3.08,-0.998103772095146,0.0615537174299131,-1.05965748952506
3.09,-0.998669394237814,0.0515697683985346,-1.05023916263635
3.1,-0.999135150273279,0.0415806624332905,-1.04071581270657
3.11,-0.999500993626328,0.0315873984364539,-1.03108839206278
3.12,-0.999766887712928,0.021590975726096,-1.02135786343902
3.13,-0.999932805943894,0.0115923939361583,-1.01152519988005
3.14,-0.99999873172754,0.00159265291648683,-1.00159138464403
3.15,-0.999964658471342,-0.00840724736714862,-0.991557411104193
3.16,-0.999830589582598,-0.0184063069330538,-0.981424282649545
3.17,-0.999596538468086,-0.0284035258836038,-0.971193012584482
3.18,-0.999262528532721,-0.0383979045052354,-0.960864624027486
3.19,-0.998828593177219,-0.0483884433684141,-0.950440149808804
3.2,-0.998294775794753,-0.0583741434275801,-0.939920632367173
3.21,-0.997661129766618,-0.0683540061210478,-0.92930712364557
3.22,-0.996927718456887,-0.0783270334708653,-0.918600684986022
3.23,-0.996094615206081,-0.0882922281826076,-0.907802387023473
3.24,-0.99516190332383,-0.0982485937451087,-0.896913309578722
3.25,-0.994129676080546,-0.108195134530108,-0.885934541550438
3.26,-0.992998036698093,-0.118130855891817,-0.874867180806275
3.27,-0.991767098339465,-0.12805476426638,-0.863712334073085
3.28,-0.990436984097473,-0.137965867271227,-0.852471116826246
3.29,-0.989007826982433,-0.147863173804319,-0.841144653178114
3.3,-0.987479769908865,-0.157745694143248,-0.829734075765617
3.31,-0.985852965681203,-0.167612440044218,-0.818240525636985
3.32,-0.984127576978514,-0.17746242484086,-0.806665152137654
3.33,-0.982303776338232,-0.187294663542903,-0.795009112795328
3.34,-0.980381746138899,-0.19710817293467,-0.783273573204229
3.35,-0.978361678581934,-0.2069019716734,-0.771459706908534
3.36,-0.97624377567241,-0.21667508038738,-0.75956869528503
3.37,-0.974028249198852,-0.226426521773883,-0.747601727424969
3.38,-0.971715320712062,-0.236155320696897,-0.735560000015165
3.39,-0.969305221502961,-0.245860504284637,-0.723444717218324
3.4,-0.966798192579461,-0.255541102026831,-0.71125709055263
3.41,-0.964194484642366,-0.265196145871773,-0.698998338770592
3.42,-0.961494358060299,-0.274824670323124,-0.686669687737175
3.43,-0.958698082843669,-0.284425712536463,-0.674272370307206
3.44,-0.955805938617666,-0.293998312415568,-0.661807626202099
3.45,-0.952818214594305,-0.303541512708429,-0.649276701885875
3.46,-0.949735209543496,-0.31305435910297,-0.636680850440526
3.47,-0.946557231763177,-0.322535900322479,-0.624021331440697
3.48,-0.943284599048476,-0.331985188220734,-0.611299410827742
3.49,-0.939917638659938,-0.341401277876821,-0.598516360783117
3.5,-0.936456687290796,-0.35078322768962,-0.585673459601177
3.51,-0.932902091033304,-0.360130099471968,-0.572771991561335
3.52,-0.929254205344123,-0.369440958544477,-0.559813246799646
3.53,-0.925513395008784,-0.378714873828998,-0.546798521179787
3.54,-0.921680034105203,-0.38795091794173,-0.533729116163473
3.55,-0.917754505966276,-0.39714816728596,-0.520606338680316
3.56,-0.913737203141545,-0.406305702144417,-0.507431500997128
3.57,-0.909628527357945,-0.415422606771246,-0.494205920586699
3.58,-0.90542888947963,-0.424497969483583,-0.480930919996047
3.59,-0.901138709466889,-0.433530882752718,-0.467607826714171
3.6,-0.896758416334147,-0.442520443294852,-0.454237973039295
3.61,-0.892288448107068,-0.451465752161423,-0.440822695945645
3.62,-0.88772925177875,-0.460365914828998,-0.427363336949752
3.63,-0.883081283265026,-0.469220041288727,-0.413861241976299
3.64,-0.878345007358874,-0.478027246135343,-0.400317761223531
3.65,-0.873520897683938,-0.486786648655699,-0.386734249028238
3.66,-0.868609436647165,-0.495497372916845,-0.37311206373032
3.67,-0.863611115390566,-0.504158547853611,-0.359452567536955
3.68,-0.858526433742102,-0.512769307355724,-0.345757126386378
3.69,-0.853355900165699,-0.521328790354406,-0.332027109811293
3.7,-0.848100031710408,-0.529836140908493,-0.318263890801915
3.71,-0.842759353958694,-0.538290508290018,-0.304468845668676
3.72,-0.83733440097388,-0.546691047069287,-0.290643353904593
3.73,-0.831825715246746,-0.555036917199424,-0.276788798047322
3.74,-0.826233847641272,-0.56332728410037,-0.262906563540902
3.75,-0.820559357339561,-0.571561318742344,-0.248998038597217
3.76,-0.814802811785913,-0.579738197728743,-0.23506461405717
3.77,-0.808964786630086,-0.587857103378483,-0.221107683251603
3.78,-0.803045865669731,-0.595917223807764,-0.207128641861967
3.79,-0.797046640792012,-0.603917753011261,-0.193128887780751
3.8,-0.790967711914417,-0.611857890942719,-0.179109820971698
3.81,-0.784809686924768,-0.619736843594963,-0.165072843329805
3.82,-0.778573181620433,-0.627553823079293,-0.151019358541139
3.83,-0.772258819646744,-0.635308047704276,-0.136950771942468
3.84,-0.765867232434637,-0.642998742053909,-0.122868490380729
3.85,-0.759399059137508,-0.650625137065167,-0.108773922072341
3.86,-0.752854946567295,-0.658186470104905,-0.0946684764623904
3.87,-0.746235549129803,-0.665681985046119,-0.0805535640836836
3.88,-0.739541528759258,-0.673110932343562,-0.0664305964156968
3.89,-0.73277355485212,-0.680472569108694,-0.0523009857434265
3.9,-0.72593230420014,-0.687766159183974,-0.0381661450161664
3.91,-0.719018460922681,-0.694990973216472,-0.0240274877062091
3.92,-0.71203271639831,-0.702146288730805,-0.0098864276675048
3.93,-0.704975769195658,-0.709231390201386,0.00425562100572829
3.94,-0.697848325003564,-0.716245569123971,0.0183972441204067
3.95,-0.690651096560508,-0.723188124086512,0.0325370275260045
3.96,-0.683384803583336,-0.7300583608393,0.0466735572559632
3.97,-0.676050172695292,-0.736855592364383,0.0608054196690916
3.98,-0.668647937353351,-0.743579138944275,0.0749312015909233
3.99,-0.66117883777488,-0.750228328229919,0.089049490455039
4,-0.653643620863612,-0.756802495307928,0.103158874444316
4.01,-0.646043040134959,-0.763300982767073,0.117257942632115
4.02,-0.63837785564066,-0.769723140764024,0.131345285123364
4.03,-0.630648833892775,-0.776068327088332,0.145419493195557
4.04,-0.622856747787041,-0.782335907226653,0.159479159439611
4.05,-0.615002376525574,-0.788525254426195,0.17352287790062
4.06,-0.607086505538955,-0.794635749757397,0.187549244218442
4.07,-0.599109926407685,-0.800666782175818,0.201556855768133
4.08,-0.591073436783031,-0.806617748583241,0.215544311800209
4.09,-0.582977840307259,-0.812488053887984,0.229510213580725
4.1,-0.574823946533269,-0.81827711106441,0.243453164531141
4.11,-0.566612570843644,-0.823984341211626,0.257371770367982
4.12,-0.55834453436911,-0.829609173611371,0.271264639242261
4.13,-0.550020663906425,-0.835151045785093,0.285130381878668
4.14,-0.541641791835699,-0.840609403550195,0.298967611714496
4.15,-0.533208756037154,-0.845983701075447,0.312774945038292
4.16,-0.524722399807346,-0.851273400935574,0.326551001128228
4.17,-0.516183571774825,-0.856477974165001,0.340294402390176
4.18,-0.507593125815277,-0.86159690031074,0.354003774495463
4.19,-0.49895192096614,-0.866629667484444,0.367677746518304
4.2,-0.490260821340699,-0.871575772413588,0.381314951072889
4.21,-0.481520696041674,-0.876434720491801,0.394914024450128
4.22,-0.47273241907431,-0.881206025828325,0.408473606754015
4.23,-0.46389686925898,-0.885889211296603,0.421992342037623
4.24,-0.455014930143305,-0.890483808581989,0.435468878438684
4.25,-0.446087489913793,-0.894989358228583,0.448901868314791
4.26,-0.437115441307028,-0.899405409685178,0.46228996837815
4.27,-0.428099681520394,-0.903731521350305,0.475631839829911
4.28,-0.419041112122356,-0.907967260616405,0.48892614849405
4.29,-0.409940638962306,-0.91211220391308,0.502171564950775
4.3,-0.400799172079975,-0.916165936749455,0.51536676466948
4.31,-0.391617625614436,-0.920128053755624,0.528510428141188
4.32,-0.38239691771268,-0.923998158723188,0.541601241010508
4.33,-0.373137970437818,-0.927775864644875,0.554637894207058
4.34,-0.363841709676858,-0.931460793753243,0.567619084076384
4.35,-0.354509065048132,-0.935052577558449,0.580543512510317
4.36,-0.345140969808323,-0.938550856885108,0.593409887076785
4.37,-0.335738360759151,-0.941955281908201,0.60621692114905
